imagePath,label
images/211455.png,0
images/246968.png,0
images/250752.png,0
images/245234.png,0
images/216937.png,0
images/208566.png,0
images/240095.png,0
images/205775.png,0
images/460116.png,0
images/254282.png,0
images/206231.png,0
images/464483.png,0
images/213463.png,0
images/209686.png,0
images/212325.png,0
images/204898.png,0
images/205745.png,0
images/223412.png,0
images/242891.png,0
images/240991.png,0
images/461196.png,0
images/248539.png,0
images/249947.png,0
images/220663.png,0
images/213126.png,0
images/232451.png,0
images/226188.png,0
images/212110.png,0
images/459448.png,0
images/211712.png,0
images/197415.png,0
images/253936.png,0
images/220230.png,0
images/196640.png,0
images/184826.png,0
images/229414.png,0
images/198365.png,0
images/253125.png,0
images/220771.png,0
images/192753.png,0
images/199959.png,0
images/256736.png,0
images/255038.png,0
images/200483.png,0
images/251319.png,0
images/187453.png,0
images/250171.png,0
images/209715.png,0
images/457042.png,0
images/222564.png,0
images/196469.png,0
images/255833.png,0
images/219912.png,0
images/234143.png,0
images/456773.png,0
images/217858.png,0
images/224259.png,0
images/183884.png,0
images/208975.png,0
images/200332.png,0
images/195561.png,0
images/248133.png,0
images/249355.png,0
images/250200.png,0
images/249099.png,0
images/461805.png,0
images/187472.png,0
images/230673.png,0
images/191963.png,0
images/228836.png,0
images/232844.png,0
images/253234.png,0
images/456145.png,0
images/192878.png,0
images/234328.png,0
images/183344.png,0
images/237408.png,0
images/242637.png,0
images/216408.png,0
images/249040.png,0
images/204431.png,0
images/463437.png,0
images/218575.png,0
images/460802.png,0
images/243666.png,0
images/208494.png,0
images/459779.png,0
images/239818.png,0
images/231797.png,0
images/249477.png,0
images/221829.png,0
images/256704.png,0
images/197165.png,0
images/242560.png,0
images/459248.png,0
images/249391.png,0
images/460980.png,0
images/454967.png,0
images/209534.png,0
images/201435.png,0
images/222995.png,0
images/189521.png,0
images/464984.png,0
images/465467.png,0
images/248534.png,0
images/220387.png,0
images/225556.png,0
images/190324.png,0
images/217940.png,0
images/205703.png,0
images/213450.png,0
images/246862.png,0
images/204663.png,0
images/253848.png,0
images/228186.png,0
images/460886.png,0
images/203864.png,0
images/185584.png,0
images/457185.png,0
images/236381.png,0
images/188486.png,0
images/253438.png,0
images/201759.png,0
images/214962.png,0
images/457759.png,0
images/254875.png,0
images/218519.png,0
images/188242.png,0
images/224057.png,0
images/211163.png,0
images/247252.png,0
images/255095.png,0
images/215644.png,0
images/454745.png,0
images/200006.png,0
images/245535.png,0
images/238055.png,0
images/235772.png,0
images/224034.png,0
images/200936.png,0
images/456646.png,0
images/197135.png,0
images/205354.png,0
images/251957.png,0
images/237940.png,0
images/235059.png,0
images/203809.png,0
images/213963.png,0
images/221992.png,0
images/244180.png,0
images/239736.png,0
images/248069.png,0
images/240081.png,0
images/246818.png,0
images/218602.png,0
images/237072.png,0
images/242282.png,0
images/229833.png,0
images/217861.png,0
images/231831.png,0
images/200097.png,0
images/188528.png,0
images/255777.png,0
images/208798.png,0
images/183145.png,0
images/198166.png,0
images/224434.png,0
images/184573.png,0
images/212933.png,0
images/210432.png,0
images/223892.png,0
images/464307.png,0
images/198060.png,0
images/193740.png,0
images/455628.png,0
images/197322.png,0
images/247017.png,0
images/206362.png,0
images/198792.png,0
images/465644.png,0
images/213400.png,0
images/222872.png,0
images/199842.png,0
images/207517.png,0
images/238857.png,0
images/255767.png,0
images/239782.png,0
images/226333.png,0
