filename,label
211455,0
246968,0
250752,0
245234,0
216937,0
208566,0
240095,0
205775,0
460116,0
254282,0
206231,0
464483,0
213463,0
209686,0
212325,0
204898,0
205745,0
223412,0
242891,0
240991,0
461196,0
248539,0
249947,0
220663,0
213126,0
232451,0
226188,0
212110,0
459448,0
211712,0
197415,0
253936,0
220230,0
196640,0
184826,0
229414,0
198365,0
253125,0
220771,0
192753,0
199959,0
256736,0
255038,0
200483,0
251319,0
187453,0
250171,0
209715,0
457042,0
222564,0
196469,0
255833,0
219912,0
234143,0
456773,0
217858,0
224259,0
183884,0
208975,0
200332,0
195561,0
248133,0
249355,0
250200,0
249099,0
461805,0
187472,0
230673,0
191963,0
228836,0
232844,0
253234,0
456145,0
192878,0
234328,0
183344,0
237408,0
242637,0
216408,0
249040,0
204431,0
463437,0
218575,0
460802,0
243666,0
208494,0
459779,0
239818,0
231797,0
249477,0
221829,0
256704,0
197165,0
242560,0
459248,0
249391,0
460980,0
454967,0
209534,0
201435,0
222995,0
189521,0
464984,0
465467,0
248534,0
220387,0
225556,0
190324,0
217940,0
205703,0
213450,0
246862,0
204663,0
253848,0
228186,0
460886,0
203864,0
185584,0
457185,0
236381,0
188486,0
253438,0
201759,0
214962,0
457759,0
254875,0
218519,0
188242,0
224057,0
211163,0
247252,0
255095,0
215644,0
454745,0
200006,0
245535,0
238055,0
235772,0
224034,0
200936,0
456646,0
197135,0
205354,0
251957,0
237940,0
235059,0
203809,0
213963,0
221992,0
244180,0
239736,0
248069,0
240081,0
246818,0
218602,0
237072,0
242282,0
229833,0
217861,0
231831,0
200097,0
188528,0
255777,0
208798,0
183145,0
198166,0
224434,0
184573,0
212933,0
210432,0
223892,0
464307,0
198060,0
193740,0
455628,0
197322,0
247017,0
206362,0
198792,0
465644,0
213400,0
222872,0
199842,0
207517,0
238857,0
255767,0
239782,0
226333,0
246700,0
206743,0
195381,0
185000,0
460110,0
236346,0
234895,0
223913,0
213160,0
232224,0
241976,0
214085,0
217161,0
230647,0
244227,0
461437,0
190024,0
457044,0
190594,0
249003,0
200746,0
189243,0
257701,0
232428,0
184320,0
251012,0
460769,0
246232,0
250227,0
204299,0
232587,0
210367,0
206774,0
459131,0
232289,0
199513,0
461209,0
200391,0
194917,0
201497,0
230104,0
228771,0
225239,0
235753,0
202768,0
226202,0
237773,0
229393,0
220883,0
232901,0
246022,0
184431,0
461767,0
211425,0
248867,0
185112,0
229019,0
459174,0
246524,0
201055,0
221304,0
463046,0
240216,0
239594,0
256748,0
194394,0
210832,0
248094,0
223896,0
241254,0
458081,0
191568,0
255481,0
224191,0
455001,0
238621,0
466162,0
228100,0
187683,0
240699,0
239743,0
196779,0
198159,0
242013,0
222453,0
456494,0
215291,0
459505,0
253126,0
193715,0
244854,0
218199,0
222691,0
221358,0
199057,0
193471,0
209108,0
243234,0
184596,0
201149,0
457282,0
464408,0
240856,0
232511,0
462032,0
207901,0
242468,0
463413,0
191928,0
183509,0
188914,0
257604,0
182891,0
233789,0
215392,0
455003,0
253347,0
237372,0
209365,0
209725,0
217992,0
247265,0
216477,0
250769,0
224423,0
220801,0
239983,0
215421,0
222759,0
257333,0
185748,0
232153,0
206289,0
197441,0
460773,0
187694,0
232085,0
197189,0
212452,0
215251,0
222985,0
251515,0
195705,0
200022,0
214288,0
455275,0
250173,0
194530,0
194321,0
237094,0
239297,0
251469,0
190631,0
211780,0
230406,0
460605,0
255921,0
236641,0
194691,0
460728,0
232349,0
200950,0
196149,0
246171,0
215176,0
235651,0
460402,0
215293,0
243043,0
192860,0
234105,0
200848,0
187643,0
459052,0
195336,0
190200,0
190416,0
211189,0
210276,0
237004,0
257797,0
456484,0
211857,0
229688,0
251869,0
257574,0
200729,0
184961,0
464461,0
245817,0
245041,0
190382,0
244744,0
191978,0
187958,0
235308,0
225354,0
242777,0
202312,0
240138,0
203446,0
247612,0
232217,0
243387,0
256189,0
455862,0
186505,0
189754,0
230918,0
251933,0
248945,0
219602,0
182855,0
194925,0
232575,0
244596,0
459829,0
465436,0
213298,0
224424,0
207215,0
225752,0
455391,0
236668,0
187292,0
199945,0
456446,0
215737,0
242119,0
184822,0
217699,0
233463,0
460434,0
230802,0
195818,0
193959,0
192003,0
249354,0
191832,0
237986,0
256928,0
250342,0
220489,0
228026,0
251235,0
219922,0
230810,0
219031,0
220018,0
187391,0
208372,0
216834,0
217119,0
248058,0
254546,0
200231,0
242733,0
212135,0
200187,0
228194,0
198923,0
239603,0
205052,0
231877,0
241154,0
228908,0
249772,0
243473,0
257580,0
225873,0
239157,0
257337,0
227107,0
198299,0
203578,0
464339,0
195646,0
251914,0
224547,0
242336,0
254779,0
189128,0
213164,0
183850,0
249740,0
244457,0
462596,0
190172,0
228768,0
458747,0
184915,0
221351,0
238908,0
190878,0
463133,0
229009,0
190007,0
200248,0
227006,0
457557,0
224376,0
189753,0
246804,0
183773,0
183952,0
250495,0
200987,0
199643,0
216594,0
209335,0
254078,0
216559,0
231562,0
217213,0
240897,0
199112,0
254503,0
228703,0
226005,0
456759,0
186243,0
187719,0
196738,0
236916,0
190540,0
240368,0
245947,0
246241,0
256579,0
212330,0
225087,0
249416,0
249515,0
238893,0
230562,0
244035,0
219814,0
462524,0
218279,0
192036,0
223199,0
202421,0
231981,0
230431,0
231931,0
238260,0
184929,0
463391,0
230869,0
462176,0
256247,0
458341,0
242141,0
225746,0
455510,0
257071,0
216376,0
213928,0
464145,0
202466,0
465965,0
246239,0
227362,0
455283,0
243914,0
204415,0
185739,0
185886,0
222711,0
223145,0
254998,0
257274,0
188085,0
198988,0
204078,0
201157,0
185663,0
205276,0
466036,0
217499,0
228487,0
223724,0
226424,0
217188,0
199771,0
458430,0
219298,0
197111,0
224673,0
462930,0
200428,0
234772,0
256430,0
464249,0
188292,0
201282,0
251338,0
201154,0
234268,0
249261,0
214457,0
203037,0
199359,0
459632,0
202966,0
237458,0
210967,0
233963,0
208329,0
198136,0
188039,0
222023,0
198820,0
243478,0
251463,0
190938,0
201593,0
461917,0
257198,0
252250,0
462800,0
233651,0
216321,0
192977,0
191097,0
201745,0
456009,0
214349,0
208128,0
466215,0
235735,0
221769,0
459246,0
244440,0
239216,0
461531,0
465209,0
230102,0
463322,0
458824,0
242780,0
197138,0
220511,0
209864,0
234788,0
465337,0
241013,0
244311,0
454922,0
219054,0
209754,0
207323,0
191526,0
203836,0
463120,0
230689,0
244928,0
203145,0
183147,0
203535,0
252356,0
221557,0
234208,0
217371,0
251105,0
232632,0
249410,0
188656,0
217410,0
193215,0
232488,0
252552,0
234451,0
216479,0
257794,0
213121,0
463161,0
249221,0
455089,0
207619,0
215731,0
203105,0
220809,0
198064,0
190268,0
243630,0
244950,0
456969,0
252437,0
194982,0
183177,0
212301,0
456957,0
209450,0
255900,0
201472,0
246094,0
248540,0
225778,0
193757,0
190995,0
220684,0
236972,0
225326,0
234828,0
243515,0
190781,0
198411,0
457353,0
221977,0
461384,0
206782,0
235142,0
230935,0
183949,0
222167,0
202565,0
227918,0
185299,0
219798,0
204467,0
188842,0
221696,0
189094,0
193849,0
461489,0
460657,0
226772,0
464480,0
203779,0
464090,0
232041,0
186506,0
187667,0
185715,0
210452,0
460337,0
227204,0
463234,0
235760,0
186438,0
457500,0
200886,0
218270,0
208986,0
221794,0
216945,0
217333,0
461622,0
228025,0
204072,0
204781,0
217746,0
462484,0
205301,0
254983,0
248636,0
238828,0
240939,0
247983,0
233955,0
466091,0
460275,0
232204,0
238666,0
206037,0
184661,0
206927,0
215052,0
190811,0
228422,0
191436,0
200365,0
461668,0
463122,0
196878,0
207322,0
185606,0
230621,0
247724,0
243502,0
192203,0
197090,0
208083,0
461614,0
201687,0
212273,0
251860,0
249769,0
223664,0
232483,0
257059,0
244739,0
231600,0
228564,0
458832,0
237434,0
250787,0
207733,0
249247,0
230895,0
198943,0
200696,0
243138,0
458056,0
254818,0
456994,0
193153,0
465218,0
219984,0
205588,0
254683,0
233265,0
233741,0
222262,0
460230,0
243659,0
463625,0
251841,0
213511,0
228250,0
454859,0
227774,0
238730,0
458837,0
221394,0
184702,0
212071,0
193855,0
206426,0
227364,0
195999,0
196553,0
215307,0
237761,0
254041,0
237865,0
236011,0
224308,0
198020,0
225757,0
234495,0
231700,0
458774,0
455130,0
247267,0
224497,0
192992,0
206488,0
191409,0
257528,0
187863,0
185093,0
234152,0
255191,0
257024,0
221190,0
194685,0
245796,0
211742,0
221757,0
245735,0
230638,0
214255,0
244151,0
192081,0
228921,0
199421,0
199910,0
458022,0
461924,0
228174,0
233169,0
463862,0
228143,0
194290,0
242892,0
455870,0
254585,0
216547,0
245276,0
220827,0
212650,0
224169,0
187716,0
240901,0
460939,0
212351,0
198237,0
185227,0
243099,0
183837,0
212309,0
251201,0
229385,0
205368,0
189330,0
248288,0
256282,0
241722,0
251675,0
466137,0
240105,0
460675,0
456148,0
199953,0
212974,0
222498,0
247622,0
218276,0
465843,0
183005,0
203865,0
239544,0
189117,0
219655,0
238416,0
234681,0
218297,0
245006,0
193261,0
236322,0
464169,0
226931,0
464778,0
226951,0
218171,0
193332,0
187379,0
214245,0
202242,0
243737,0
229875,0
244005,0
255724,0
227280,0
185608,0
201647,0
199141,0
245149,0
202405,0
218629,0
228339,0
225176,0
189799,0
217965,0
210677,0
191592,0
201006,0
230695,0
243677,0
254560,0
205509,0
465289,0
238679,0
255843,0
255392,0
238640,0
184250,0
200955,0
248776,0
185898,0
248127,0
214072,0
253472,0
456573,0
201513,0
255193,0
195948,0
249252,0
196702,0
198073,0
213598,0
244071,0
183557,0
198137,0
221007,0
255084,0
222646,0
457652,0
239339,0
201744,0
237055,0
257168,0
236725,0
212568,0
242969,0
188363,0
239844,0
223014,0
223114,0
456342,0
464235,0
207416,0
212420,0
250965,0
202541,0
186661,0
190514,0
217517,0
236625,0
461281,0
455551,0
464322,0
213708,0
235666,0
211928,0
238193,0
207413,0
236749,0
195710,0
459727,0
255856,0
460726,0
199922,0
457432,0
222236,0
191073,0
228262,0
208272,0
184327,0
183152,0
231184,0
211565,0
253051,0
248663,0
257786,0
219254,0
232429,0
198380,0
183570,0
228610,0
229240,0
226500,0
460892,0
461988,0
215902,0
248399,0
216653,0
234946,0
185029,0
456293,0
230997,0
210690,0
458335,0
187591,0
201492,0
203070,0
232206,0
220071,0
228950,0
202122,0
227608,0
214430,0
216605,0
189236,0
457607,0
201659,0
229767,0
186178,0
238891,0
199347,0
231699,0
219141,0
462647,0
463465,0
252003,0
224310,0
215296,0
206601,0
246781,0
202047,0
239890,0
187301,0
186660,0
257279,0
215614,0
463973,0
202955,0
257349,0
255302,0
190671,0
239763,0
461391,0
228321,0
196319,0
458575,0
465686,0
246877,0
225379,0
233008,0
237616,0
188709,0
219654,0
253432,0
457083,0
459449,0
462393,0
231661,0
254424,0
249668,0
247304,0
241267,0
193184,0
237539,0
215607,0
243007,0
254471,0
240937,0
243958,0
226882,0
242487,0
217573,0
196684,0
239206,0
211969,0
187798,0
465872,0
191852,0
195035,0
210971,0
257102,0
242444,0
215985,0
197380,0
235538,0
246720,0
219392,0
231633,0
234836,0
237042,0
464259,0
257153,0
250663,0
209772,0
221733,0
217008,0
239188,0
460228,0
199300,0
256734,0
239561,0
207929,0
255617,0
255194,0
459380,0
238587,0
203669,0
226602,0
200622,0
459194,0
210085,0
202977,0
183048,0
237483,0
200009,0
245409,0
247956,0
248551,0
207171,0
218302,0
232372,0
458351,0
237958,0
221879,0
253228,0
214060,0
221916,0
205403,0
466187,0
193496,0
205554,0
208785,0
255857,0
249047,0
188707,0
458586,0
223784,0
200244,0
184474,0
215700,0
237751,0
209888,0
197734,0
254130,0
247396,0
461878,0
190235,0
203023,0
457972,0
248646,0
256482,0
459095,0
208066,0
250189,0
188744,0
221107,0
244623,0
244243,0
186393,0
459701,0
186081,0
462108,0
186203,0
253652,0
257068,0
212329,0
193810,0
211983,0
212825,0
184209,0
195359,0
200621,0
462867,0
221925,0
226829,0
224666,0
221792,0
463846,0
218306,0
249212,0
241329,0
246411,0
245788,0
195885,0
461068,0
243892,0
230808,0
226530,0
214706,0
253555,0
206558,0
208008,0
238772,0
196781,0
233882,0
459627,0
227938,0
214302,0
199299,0
464648,0
239944,0
228022,0
251668,0
243588,0
200433,0
229111,0
248198,0
216108,0
227773,0
241414,0
455420,0
200717,0
256984,0
464473,0
235527,0
243718,0
206453,0
184350,0
455383,0
456904,0
243799,0
240660,0
194078,0
249848,0
231749,0
205668,0
218693,0
208253,0
236502,0
219620,0
184095,0
225959,0
196201,0
459079,0
458130,0
230497,0
238169,0
250413,0
184655,0
187681,0
217437,0
197769,0
240595,0
244215,0
230752,0
225399,0
215636,0
191567,0
458095,0
183971,0
219941,0
254039,0
463738,0
200800,0
461583,0
246431,0
244132,0
233202,0
203619,0
253363,0
238531,0
196234,0
207147,0
186835,0
218972,0
192557,0
244018,0
197944,0
200765,0
197413,0
231738,0
253333,0
219407,0
232210,0
255666,0
195031,0
250446,0
244813,0
244852,0
195282,0
193274,0
249190,0
202663,0
225881,0
190697,0
202045,0
230370,0
211212,0
459809,0
216065,0
460056,0
227072,0
234158,0
208186,0
233253,0
240291,0
201198,0
256153,0
463944,0
208286,0
213093,0
214100,0
188283,0
204621,0
194106,0
239507,0
231217,0
235484,0
200944,0
184880,0
218574,0
221648,0
254938,0
461386,0
460840,0
225805,0
236362,0
224649,0
244687,0
252388,0
254689,0
245110,0
215350,0
208645,0
191589,0
249254,0
457959,0
213628,0
255853,0
248068,0
226108,0
183146,0
203278,0
187713,0
238874,0
238670,0
242044,0
463490,0
210828,0
458930,0
254085,0
221440,0
184211,0
220390,0
461662,0
199273,0
249797,0
194560,0
237830,0
229922,0
218670,0
229574,0
210055,0
195588,0
187746,0
221690,0
234489,0
206078,0
240617,0
184758,0
186446,0
234113,0
182777,0
226664,0
192690,0
218873,0
191315,0
242474,0
232847,0
208086,0
254833,0
184490,0
190044,0
188499,0
192249,0
463685,0
215125,0
204785,0
456961,0
243094,0
240225,0
464008,0
209840,0
218940,0
241258,0
205511,0
247572,0
241647,0
252285,0
456021,0
232520,0
224643,0
210109,0
200004,0
235578,0
243684,0
217664,0
207275,0
204179,0
248977,0
201964,0
225136,0
227208,0
251490,0
199776,0
230845,0
463577,0
186925,0
229940,0
214398,0
238620,0
191100,0
456438,0
237199,0
215560,0
240701,0
223185,0
244207,0
244719,0
191157,0
218750,0
193037,0
231281,0
252148,0
214096,0
222400,0
251856,0
218346,0
456522,0
208717,0
240304,0
220930,0
206941,0
233264,0
241023,0
204462,0
197666,0
226096,0
460989,0
231393,0
215549,0
455583,0
206869,0
206734,0
232697,0
237522,0
188276,0
195716,0
232395,0
214410,0
217169,0
195165,0
460488,0
246448,0
208990,0
465349,0
239448,0
223754,0
205061,0
465246,0
464139,0
460276,0
252038,0
455769,0
242470,0
198675,0
193239,0
228349,0
235594,0
211772,0
189037,0
184319,0
201971,0
188699,0
458810,0
240576,0
194572,0
455982,0
228151,0
463132,0
195118,0
209569,0
204356,0
223965,0
210491,0
202065,0
213624,0
